total_time,round_number,boosting_type,class_weight,colsample_bytree,importance_type,learning_rate,max_depth,min_child_samples,min_child_weight,min_split_gain,n_estimators,n_jobs,num_leaves,objective,random_state,reg_alpha,reg_lambda,silent,subsample,subsample_for_bin,subsample_freq,feature_fraction,seed,correlation,corr_sharpe,corr_mean,corr_std,max_drawdown,feature_exposure,max_feature_exposure
172.6051,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0236,0.8675,0.024,0.0276,-0.0679,0.068,0.2839
171.2021,260,gbdt,,1,split,0.029,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0227,0.8634,0.023,0.0267,-0.06,0.0683,0.2797
157.7132,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0235,0.9259,0.0239,0.0258,-0.0572,0.0678,0.2861
161.1921,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0216,0.8609,0.022,0.0256,-0.0563,0.0679,0.2839
161.8799,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0231,0.8818,0.0235,0.0267,-0.0625,0.0674,0.2854
170.3628,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0226,0.8216,0.023,0.028,-0.0694,0.0678,0.2852
169.7463,260,gbdt,,1,split,0.03,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0249,0.9446,0.0253,0.0268,-0.0685,0.0679,0.2822
154.7774,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0239,0.913,0.0243,0.0266,-0.0697,0.0673,0.2843
160.0555,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0243,0.9145,0.0247,0.027,-0.056,0.0673,0.2819
165.6944,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0239,0.9092,0.0244,0.0268,-0.062,0.0673,0.2821
165.4968,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0228,0.859,0.0233,0.0271,-0.0642,0.0678,0.2863
167.2814,260,gbdt,,1,split,0.031,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0223,0.902,0.0226,0.0251,-0.0434,0.0674,0.286
158.5368,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0212,0.8261,0.0216,0.0262,-0.0649,0.0667,0.282
167.7676,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0226,0.8637,0.023,0.0267,-0.0641,0.0671,0.2819
166.0166,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.0217,0.8226,0.0222,0.027,-0.064,0.066,0.2796
173.0092,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.0223,0.846,0.0227,0.0268,-0.0506,0.0672,0.2847
174.5038,260,gbdt,,1,split,0.032,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0228,0.8524,0.0232,0.0273,-0.0634,0.0668,0.2802
155.2885,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,422,0.0232,0.9136,0.0236,0.0259,-0.0526,0.0675,0.2847
162.3287,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.1,422,0.0228,0.8938,0.0232,0.026,-0.0628,0.0665,0.2826
160.3251,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.105,422,0.022,0.7843,0.0225,0.0287,-0.0723,0.0665,0.2805
166.1678,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.11,422,0.021,0.7471,0.0214,0.0286,-0.0664,0.0673,0.2868
166.5621,260,gbdt,,1,split,0.033,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.115,422,0.0224,0.8895,0.0227,0.0256,-0.0476,0.0671,0.2828
83.1322,260,gbdt,,1,split,0.013,2,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0199,0.6921,0.0206,0.0297,-0.1053,0.1057,0.2687
102.7575,260,gbdt,,1,split,0.013,3,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.023,0.8247,0.0236,0.0286,-0.091,0.0934,0.2588
125.0473,260,gbdt,,1,split,0.013,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0255,0.9649,0.026,0.0269,-0.071,0.0841,0.2606
147.7128,260,gbdt,,1,split,0.013,5,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0253,0.9361,0.0258,0.0276,-0.08,0.0784,0.2737
125.246,260,gbdt,,1,split,0.013,6,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0239,0.8181,0.0244,0.0298,-0.0769,0.0822,0.2843
118.5322,260,gbdt,,1,split,0.013,7,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0243,0.8725,0.0248,0.0284,-0.0824,0.0849,0.2854
116.0204,260,gbdt,,1,split,0.013,8,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0243,0.8774,0.0247,0.0282,-0.0728,0.0865,0.2893
114.9188,260,gbdt,,1,split,0.013,9,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0246,0.9558,0.0252,0.0263,-0.0544,0.0873,0.291
112.8701,260,gbdt,,1,split,0.013,10,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0236,0.8874,0.0241,0.0272,-0.0717,0.0878,0.2902
113.1911,260,gbdt,,1,split,0.013,11,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0232,0.83,0.0237,0.0286,-0.1,0.088,0.2886
112.9102,260,gbdt,,1,split,0.013,12,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0237,0.8693,0.0243,0.0279,-0.07,0.0879,0.2885
112.8511,260,gbdt,,1,split,0.013,13,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0227,0.8653,0.0232,0.0268,-0.0702,0.0883,0.2885
112.6658,260,gbdt,,1,split,0.013,14,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0241,0.8808,0.0246,0.028,-0.0775,0.0884,0.2915
112.7554,260,gbdt,,1,split,0.013,15,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0237,0.8948,0.0243,0.0271,-0.0819,0.0882,0.2918
112.7749,260,gbdt,,1,split,0.013,16,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0228,0.8667,0.0233,0.0268,-0.0737,0.0878,0.2899
113.3421,260,gbdt,,1,split,0.013,17,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0232,0.9164,0.0236,0.0258,-0.0687,0.0885,0.2919
113.0296,260,gbdt,,1,split,0.013,18,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.8807,260,gbdt,,1,split,0.013,19,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.8638,260,gbdt,,1,split,0.013,20,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.9912,260,gbdt,,1,split,0.013,21,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.641,260,gbdt,,1,split,0.013,22,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
113.2741,260,gbdt,,1,split,0.013,23,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.9139,260,gbdt,,1,split,0.013,24,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
113.2499,260,gbdt,,1,split,0.013,25,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.9689,260,gbdt,,1,split,0.013,26,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
113.5785,260,gbdt,,1,split,0.013,27,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.9328,260,gbdt,,1,split,0.013,28,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
113.1942,260,gbdt,,1,split,0.013,29,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
112.9098,260,gbdt,,1,split,0.013,30,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.095,42,0.0234,0.9111,0.0239,0.0262,-0.0678,0.0883,0.2922
332.7463,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,1,0.0221,0.8758,0.0226,0.0259,-0.0544,0.0662,0.2651
337.3581,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,2,0.0227,0.8836,0.0231,0.0261,-0.0571,0.0651,0.2597
323.6893,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,3,0.0219,0.8751,0.0224,0.0256,-0.0501,0.0659,0.2625
324.8912,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,4,0.0222,0.9163,0.0226,0.0247,-0.0514,0.0663,0.2657
338.2816,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,5,0.0222,0.9309,0.0226,0.0242,-0.0448,0.0659,0.2634
333.3172,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,6,0.0233,0.8993,0.0237,0.0264,-0.0539,0.0667,0.2646
335.3882,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,7,0.0226,0.9517,0.023,0.0241,-0.0412,0.0655,0.2614
329.7933,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,8,0.023,0.9248,0.0235,0.0254,-0.0443,0.066,0.2636
328.8793,260,gbdt,,1,split,0.032,4,20,0.001,0,3000,-1,31,regression,,0,0,1,1,200000,0,0.36,9,0.0231,0.9563,0.0236,0.0247,-0.0435,0.0663,0.2654
21.0587,260,gbdt,,1,split,0.01,4,20,0.001,0,100,-1,31,regression,,0,0,1,1,200000,0,0.01,422,0.0131,0.4367,0.0138,0.0316,-0.1077,0.201,0.5774
20.5392,260,gbdt,,1,split,0.01,4,20,0.001,0,100,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0136,0.4422,0.0143,0.0324,-0.1077,0.1749,0.4592
20.5912,260,gbdt,,1,split,0.01,4,20,0.001,0,110,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0139,0.4512,0.0147,0.0326,-0.1091,0.1748,0.4634
20.7479,260,gbdt,,1,split,0.1,4,20,0.001,0,110,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0154,0.5276,0.0162,0.0306,-0.0839,0.1329,0.3334
21.323,260,gbdt,,1,split,0.1,4,20,0.001,0,112,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0152,0.5255,0.016,0.0304,-0.0859,0.1323,0.3328
22.4257,260,gbdt,,1,split,0.1,4,20,0.001,0,212,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0155,0.5688,0.0163,0.0286,-0.075,0.1184,0.2677
22.1312,260,gbdt,,1,split,0.1,4,20,0.001,0,212,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0155,0.5688,0.0163,0.0286,-0.075,0.1184,0.2677
22.787,260,gbdt,,1,split,0.1,4,20,0.001,0,212,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0155,0.5688,0.0163,0.0286,-0.075,0.1184,0.2677
27.1392,260,gbdt,,1,split,0.1,4,20,0.001,0,215,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0214,0.7988,0.0218,0.0274,-0.0785,0.0903,0.2534
49.2261,260,gbdt,,1,split,0.1,4,20,0.001,0,815,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0231,0.9312,0.0235,0.0252,-0.05,0.0682,0.2523
68.3253,260,gbdt,,1,split,0.1,4,20,0.001,0,815,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0222,0.9208,0.0226,0.0246,-0.0548,0.0655,0.2484
68.4849,260,gbdt,,1,split,0.15,4,20,0.001,0,815,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0216,0.9663,0.022,0.0228,-0.0469,0.0592,0.2431
140.4173,260,gbdt,,1,split,0.15,4,20,0.001,0,2000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.02,0.8138,0.0204,0.0251,-0.0545,0.0549,0.2449
140.9476,260,gbdt,,1,split,0.7,4,20,0.001,0,2000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0044,0.2329,0.0047,0.02,-0.067,0.0459,0.1933
141.2719,260,gbdt,,1,split,0.07,4,20,0.001,0,2000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0225,0.9047,0.0229,0.0253,-0.0517,0.0624,0.2669
92.2113,260,gbdt,,1,split,0.07,4,20,0.001,0,2000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0214,0.8099,0.0219,0.027,-0.0603,0.0627,0.2512
105.1731,260,gbdt,,1,split,0.07,4,20,0.001,0,2000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0214,0.9061,0.0218,0.024,-0.0402,0.0629,0.2564
234.5013,260,gbdt,,1,split,0.03,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0216,0.9066,0.022,0.0243,-0.0491,0.0649,0.2658
30.3814,260,gbdt,,1,split,0.177,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.192,42,0.0228,0.8409,0.0231,0.0275,-0.075,0.0851,0.2439
67.6673,260,gbdt,,1,split,0.126,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.201,42,0.0224,0.9592,0.0227,0.0237,-0.0621,0.0678,0.2402
346.0744,260,gbdt,,1,split,0.393,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.295,42,0.0121,0.504,0.0124,0.0247,-0.067,0.0477,0.2151
25.1295,260,gbdt,,1,split,0.452,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.074,42,0.0163,0.6939,0.0165,0.0238,-0.0561,0.0536,0.2059
144.0132,260,gbdt,,1,split,0.238,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.482,42,0.0151,0.7437,0.0154,0.0207,-0.0421,0.0526,0.2292
377.4201,260,gbdt,,1,split,0.164,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0121,0.4982,0.0122,0.0246,-0.0676,0.0574,0.2532
39.6577,260,gbdt,,1,split,0.039,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.02,0.68,0.0206,0.0303,-0.0986,0.109,0.2961
46.0201,260,gbdt,,1,split,0.052,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.082,42,0.0226,0.8584,0.0231,0.0269,-0.0729,0.0874,0.2535
402.5066,260,gbdt,,1,split,0.024,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.346,42,0.0222,0.9066,0.0227,0.025,-0.0456,0.0701,0.2467
45.2244,260,gbdt,,1,split,0.44,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0172,0.8848,0.0175,0.0197,-0.0322,0.0463,0.1798
87.9937,260,gbdt,,1,split,0.309,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.239,42,0.0206,0.8865,0.0209,0.0236,-0.0647,0.0499,0.22
233.1757,260,gbdt,,1,split,0.276,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.126,42,0.0098,0.4294,0.01,0.0234,-0.0699,0.0572,0.249
27.8311,260,gbdt,,1,split,0.43,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.163,42,0.0178,0.6457,0.0182,0.0282,-0.0636,0.0642,0.1967
107.8815,260,gbdt,,1,split,0.226,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0193,0.9043,0.0197,0.0218,-0.0518,0.0569,0.232
432.1701,260,gbdt,,1,split,0.37,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.383,42,0.0132,0.5651,0.0134,0.0238,-0.0528,0.0475,0.2148
33.5232,260,gbdt,,1,split,0.277,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.204,42,0.0217,0.9854,0.0219,0.0222,-0.0292,0.0632,0.2245
83.8843,260,gbdt,,1,split,0.149,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.189,42,0.0172,0.7751,0.0175,0.0225,-0.0509,0.0588,0.2421
110.6594,260,gbdt,,1,split,0.036,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.023,42,0.024,0.949,0.0244,0.0257,-0.0711,0.0689,0.2559
27.414,260,gbdt,,1,split,0.217,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.141,42,0.0216,0.8494,0.0221,0.026,-0.0583,0.0832,0.2435
100.1762,260,gbdt,,1,split,0.211,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.356,42,0.0213,1.0352,0.0216,0.0209,-0.0365,0.0586,0.24
205.6766,260,gbdt,,1,split,0.015,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.142,42,0.0248,0.9176,0.0252,0.0275,-0.064,0.0808,0.2542
35.433,260,gbdt,,1,split,0.366,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.244,42,0.019,0.8936,0.0192,0.0215,-0.0433,0.0561,0.2124
70.5764,260,gbdt,,1,split,0.115,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.154,42,0.022,0.9499,0.0224,0.0235,-0.0559,0.0612,0.2418
630.3478,260,gbdt,,1,split,0.253,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.466,42,0.007,0.2585,0.0072,0.0279,-0.0921,0.0583,0.2487
41.726,260,gbdt,,1,split,0.032,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.485,42,0.0209,0.6903,0.0215,0.0312,-0.0894,0.1088,0.3049
33.1249,260,gbdt,,1,split,0.403,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.018,42,0.0179,0.8589,0.0182,0.0212,-0.0591,0.0526,0.1991
382.215,260,gbdt,,1,split,0.197,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.326,42,0.0149,0.6662,0.0153,0.023,-0.0858,0.0526,0.2305
44.9371,260,gbdt,,1,split,0.411,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.469,42,0.017,0.811,0.0173,0.0213,-0.046,0.0514,0.207
62.1671,260,gbdt,,1,split,0.345,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.124,42,0.0141,0.6712,0.0144,0.0215,-0.0467,0.0472,0.2068
168.5238,260,gbdt,,1,split,0.407,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.073,42,0.0065,0.2677,0.0065,0.0244,-0.0777,0.0515,0.2243
26.968,260,gbdt,,1,split,0.026,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.145,42,0.0195,0.6265,0.0202,0.0322,-0.0993,0.1162,0.2805
61.2334,260,gbdt,,1,split,0.081,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0249,0.9838,0.0253,0.0257,-0.0451,0.0761,0.2393
140.1713,260,gbdt,,1,split,0.121,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.074,42,0.019,0.8283,0.0193,0.0233,-0.0422,0.0559,0.24
34.3749,260,gbdt,,1,split,0.248,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.255,42,0.0259,1.0004,0.0261,0.026,-0.0646,0.0616,0.2134
45.9763,260,gbdt,,1,split,0.448,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.062,42,0.0149,0.6423,0.0153,0.0238,-0.0958,0.0408,0.1838
592.1608,260,gbdt,,1,split,0.295,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.436,42,0.0127,0.4853,0.013,0.0268,-0.0643,0.0568,0.2508
41.0674,260,gbdt,,1,split,0.077,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.496,42,0.0209,0.777,0.0215,0.0277,-0.0909,0.1009,0.2737
29.5417,260,gbdt,,1,split,0.043,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.009,42,0.0143,0.5212,0.0152,0.0291,-0.1034,0.1277,0.2734
167.2428,260,gbdt,,1,split,0.057,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.102,42,0.0214,0.8887,0.0218,0.0245,-0.044,0.0616,0.2439
34.0729,260,gbdt,,1,split,0.18,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.236,42,0.0209,0.835,0.0213,0.0256,-0.0475,0.0723,0.2316
34.9924,260,gbdt,,1,split,0.103,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.015,42,0.02,0.7299,0.0205,0.028,-0.1286,0.0781,0.2305
475.6075,260,gbdt,,1,split,0.256,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.329,42,0.0127,0.5723,0.0128,0.0224,-0.046,0.0565,0.2488
30.2428,260,gbdt,,1,split,0.166,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.218,42,0.0223,0.8106,0.0228,0.0281,-0.0778,0.0867,0.2496
108.461,260,gbdt,,1,split,0.082,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0225,0.9478,0.023,0.0242,-0.0429,0.0732,0.2434
276.2318,260,gbdt,,1,split,0.099,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.216,42,0.0204,0.9216,0.0207,0.0225,-0.0432,0.0561,0.2422
45.254,260,gbdt,,1,split,0.342,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.484,42,0.0177,0.7624,0.018,0.0237,-0.056,0.0549,0.2201
147.6684,260,gbdt,,1,split,0.445,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.488,42,0.0143,0.6899,0.0147,0.0213,-0.0607,0.0435,0.194
612.6797,260,gbdt,,1,split,0.047,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.447,42,0.0198,0.7638,0.0201,0.0264,-0.0711,0.0599,0.2643
24.2575,260,gbdt,,1,split,0.08,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.076,42,0.0206,0.6769,0.0213,0.0314,-0.1076,0.1088,0.2538
118.7512,260,gbdt,,1,split,0.45,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.468,42,0.0182,0.849,0.0185,0.0218,-0.0462,0.0464,0.1972
178.5849,260,gbdt,,1,split,0.259,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.017,0.6766,0.0173,0.0255,-0.063,0.0504,0.2229
39.6129,260,gbdt,,1,split,0.374,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.376,42,0.0159,0.7352,0.0161,0.0218,-0.0766,0.0513,0.2045
63.7592,260,gbdt,,1,split,0.101,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.135,42,0.0233,0.9216,0.0237,0.0258,-0.0547,0.0638,0.25
218.7607,260,gbdt,,1,split,0.116,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.119,42,0.016,0.626,0.0162,0.0259,-0.0716,0.0593,0.2615
30.3844,260,gbdt,,1,split,0.021,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.219,42,0.0203,0.6551,0.0209,0.032,-0.09,0.1124,0.2954
74.963,260,gbdt,,1,split,0.087,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.228,42,0.0233,0.9415,0.0237,0.0251,-0.052,0.0749,0.2458
153.7713,260,gbdt,,1,split,0.229,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.089,42,0.0163,0.7311,0.0166,0.0227,-0.0611,0.053,0.2301
23.2047,260,gbdt,,1,split,0.375,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.023,42,0.0189,0.7944,0.0193,0.0243,-0.0414,0.0634,0.1915
129.0885,260,gbdt,,1,split,0.118,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.407,42,0.0203,0.863,0.0206,0.0239,-0.0457,0.0595,0.2452
323.6244,260,gbdt,,1,split,0.312,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.205,42,0.0125,0.5179,0.0128,0.0246,-0.0785,0.0548,0.2434
41.9991,260,gbdt,,1,split,0.021,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.474,42,0.0203,0.6541,0.0209,0.032,-0.083,0.1089,0.3075
90.6435,260,gbdt,,1,split,0.254,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.325,42,0.0168,0.7486,0.0173,0.0231,-0.0671,0.055,0.2256
328.4585,260,gbdt,,1,split,0.149,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.273,42,0.0178,0.7335,0.0182,0.0248,-0.063,0.0536,0.2361
26.3919,260,gbdt,,1,split,0.437,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.082,42,0.0156,0.7712,0.0161,0.0209,-0.0376,0.0546,0.1915
