total_time,round_number,boosting_type,class_weight,colsample_bytree,importance_type,learning_rate,max_depth,min_child_samples,min_child_weight,min_split_gain,n_estimators,n_jobs,num_leaves,objective,random_state,reg_alpha,reg_lambda,silent,subsample,subsample_for_bin,subsample_freq,feature_fraction,seed,correlation,corr_sharpe,corr_mean,corr_std,max_drawdown,feature_exposure,max_feature_exposure
238.7838,260,gbdt,,1,split,0.08,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0212,0.9257,0.0216,0.0233,-0.0482,0.0579,0.245
26.3493,260,gbdt,,1,split,0.486,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.07,42,0.0197,0.891,0.0199,0.0223,-0.0439,0.0498,0.1877
107.6197,260,gbdt,,1,split,0.222,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.017,0.7149,0.0172,0.0241,-0.0625,0.0521,0.2319
600.3667,260,gbdt,,1,split,0.18,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.0107,0.4704,0.0108,0.023,-0.0586,0.0572,0.2553
39.9451,260,gbdt,,1,split,0.102,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.0225,0.8339,0.023,0.0276,-0.0743,0.0964,0.2651
123.0243,260,gbdt,,1,split,0.469,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.46,42,0.0168,0.7973,0.0172,0.0215,-0.0614,0.0455,0.1983
443.5699,260,gbdt,,1,split,0.407,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0088,0.3747,0.0092,0.0244,-0.0645,0.0506,0.2211
26.5823,260,gbdt,,1,split,0.089,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0203,0.7071,0.0208,0.0294,-0.067,0.098,0.2475
52.1297,260,gbdt,,1,split,0.1,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.08,42,0.0206,0.8267,0.021,0.0254,-0.0626,0.0657,0.2515
544.953,260,gbdt,,1,split,0.439,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0086,0.3656,0.0088,0.0241,-0.0643,0.0531,0.2343
27.5158,260,gbdt,,1,split,0.489,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.018,0.7718,0.0184,0.0238,-0.0442,0.0613,0.207
120.2636,260,gbdt,,1,split,0.288,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.46,42,0.0188,0.846,0.0193,0.0228,-0.0472,0.0526,0.2198
286.0713,260,gbdt,,1,split,0.308,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0129,0.571,0.0131,0.0229,-0.068,0.0499,0.2189
36.2077,260,gbdt,,1,split,0.009,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0203,0.6705,0.0209,0.0312,-0.0864,0.1094,0.3098
73.0512,260,gbdt,,1,split,0.498,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0086,0.4109,0.0089,0.0216,-0.0629,0.0439,0.1867
225.8768,260,gbdt,,1,split,0.177,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0127,0.5545,0.0129,0.0232,-0.0462,0.0581,0.2564
35.7999,260,gbdt,,1,split,0.297,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.02,0.8223,0.0204,0.0249,-0.0591,0.0713,0.2245
82.9867,260,gbdt,,1,split,0.268,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.019,0.891,0.0194,0.0217,-0.0379,0.0549,0.2178
228.8591,260,gbdt,,1,split,0.382,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.16,42,0.009,0.3968,0.0092,0.0232,-0.0571,0.0506,0.2152
42.9995,260,gbdt,,1,split,0.339,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.34,42,0.0175,0.7448,0.0176,0.0237,-0.0595,0.0553,0.2131
76.3515,260,gbdt,,1,split,0.321,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.18,42,0.017,0.9188,0.0171,0.0186,-0.0399,0.0522,0.2225
193.883,260,gbdt,,1,split,0.345,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0126,0.5684,0.0128,0.0225,-0.0528,0.0533,0.2315
32.1183,260,gbdt,,1,split,0.157,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0227,0.8447,0.0231,0.0273,-0.0733,0.088,0.2548
125.9788,260,gbdt,,1,split,0.134,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0227,0.9544,0.023,0.0241,-0.0533,0.065,0.2421
369.8048,260,gbdt,,1,split,0.488,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.0122,0.5516,0.0126,0.0229,-0.0713,0.0467,0.2072
43.4526,260,gbdt,,1,split,0.437,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.44,42,0.0162,0.7267,0.0166,0.0228,-0.046,0.0466,0.185
116.5364,260,gbdt,,1,split,0.188,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0183,0.8151,0.0186,0.0228,-0.0562,0.0528,0.2345
415.8248,260,gbdt,,1,split,0.145,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0146,0.6276,0.0148,0.0236,-0.06,0.0583,0.2567
22.8986,260,gbdt,,1,split,0.155,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0178,0.6418,0.0184,0.0286,-0.077,0.1069,0.231
93.6429,260,gbdt,,1,split,0.215,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.02,0.8137,0.0204,0.0251,-0.0656,0.0575,0.2298
324.1578,260,gbdt,,1,split,0.125,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0187,0.8364,0.019,0.0228,-0.0455,0.0536,0.2349
47.1829,260,gbdt,,1,split,0.094,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.022,0.9524,0.0224,0.0235,-0.0561,0.0858,0.25
122.7368,260,gbdt,,1,split,0.106,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.37,42,0.0207,0.8511,0.0211,0.0248,-0.0455,0.0618,0.2535
423.5513,260,gbdt,,1,split,0.034,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.28,42,0.0202,0.803,0.0206,0.0256,-0.054,0.0626,0.2679
35.8432,260,gbdt,,1,split,0.365,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0205,0.8535,0.0209,0.0245,-0.0521,0.0655,0.2262
68.1749,260,gbdt,,1,split,0.496,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0151,0.7527,0.0153,0.0203,-0.0452,0.0452,0.1955
460.7475,260,gbdt,,1,split,0.123,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.4,42,0.0167,0.7735,0.017,0.022,-0.0558,0.0541,0.2397
39.1208,260,gbdt,,1,split,0.31,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.021,0.9732,0.0212,0.0218,-0.046,0.0561,0.2171
112.2047,260,gbdt,,1,split,0.276,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.0178,0.6816,0.0181,0.0265,-0.0612,0.0491,0.2132
648.838,260,gbdt,,1,split,0.094,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.47,42,0.0188,0.766,0.019,0.0248,-0.0568,0.0585,0.2565
29.8824,260,gbdt,,1,split,0.435,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0187,0.8391,0.0189,0.0226,-0.0821,0.0635,0.2018
35.9696,260,gbdt,,1,split,0.079,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0194,0.7005,0.0199,0.0284,-0.0949,0.0903,0.227
473.904,260,gbdt,,1,split,0.14,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0193,0.8817,0.0197,0.0223,-0.058,0.054,0.2385
28.8497,260,gbdt,,1,split,0.04,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0212,0.7396,0.0218,0.0294,-0.0852,0.1088,0.2728
146.8879,260,gbdt,,1,split,0.162,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.47,42,0.019,0.8125,0.0193,0.0238,-0.0501,0.0549,0.2313
616.6979,260,gbdt,,1,split,0.437,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.44,42,0.0106,0.411,0.0107,0.0261,-0.0637,0.0558,0.2446
26.6471,260,gbdt,,1,split,0.242,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0224,0.8465,0.0229,0.0271,-0.0815,0.0812,0.2353
80.088,260,gbdt,,1,split,0.282,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0201,0.9423,0.0205,0.0218,-0.0359,0.0518,0.2152
551.024,260,gbdt,,1,split,0.437,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0128,0.5275,0.0129,0.0245,-0.0668,0.0467,0.2094
33.8001,260,gbdt,,1,split,0.353,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.19,42,0.0177,0.8356,0.018,0.0215,-0.0425,0.0566,0.2217
99.4724,260,gbdt,,1,split,0.324,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0151,0.6142,0.0153,0.0249,-0.0557,0.0466,0.2087
679.0124,260,gbdt,,1,split,0.171,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0145,0.5205,0.0147,0.0282,-0.0794,0.0593,0.2552
41.9169,260,gbdt,,1,split,0.095,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0216,0.792,0.0221,0.028,-0.0857,0.0975,0.27
115.0471,260,gbdt,,1,split,0.022,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0214,0.7591,0.0219,0.0289,-0.099,0.0975,0.2749
339.6447,260,gbdt,,1,split,0.299,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0155,0.6313,0.0159,0.0251,-0.068,0.0506,0.2248
39.1016,260,gbdt,,1,split,0.162,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.32,42,0.019,0.7699,0.0194,0.0251,-0.0588,0.0725,0.2359
150.2447,260,gbdt,,1,split,0.336,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0118,0.5551,0.012,0.0217,-0.0598,0.0484,0.2088
285.5619,260,gbdt,,1,split,0.32,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.16,42,0.0097,0.4316,0.0098,0.0227,-0.0483,0.0551,0.2441
38.2406,260,gbdt,,1,split,0.354,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0189,0.7624,0.0192,0.0252,-0.0598,0.0667,0.2207
37.4789,260,gbdt,,1,split,0.024,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.04,42,0.0196,0.6673,0.0203,0.0304,-0.1159,0.11,0.255
446.3527,260,gbdt,,1,split,0.131,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0173,0.7752,0.0176,0.0227,-0.0563,0.0526,0.2324
46.0266,260,gbdt,,1,split,0.136,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.45,42,0.021,0.7424,0.0214,0.0289,-0.0749,0.0779,0.2388
84.3778,260,gbdt,,1,split,0.301,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.21,42,0.016,0.7933,0.0162,0.0204,-0.0429,0.0501,0.2188
347.2086,260,gbdt,,1,split,0.107,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0136,0.5093,0.0139,0.0274,-0.0781,0.0598,0.267
24.1116,260,gbdt,,1,split,0.256,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0228,0.9047,0.0233,0.0258,-0.0891,0.0813,0.2303
40.8518,260,gbdt,,1,split,0.246,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.06,42,0.0214,0.9615,0.0219,0.0227,-0.0534,0.0607,0.2236
342.2218,260,gbdt,,1,split,0.274,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.28,42,0.0113,0.4737,0.0115,0.0244,-0.0689,0.0503,0.2232
40.4076,260,gbdt,,1,split,0.356,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.019,0.9464,0.0192,0.0203,-0.0506,0.0547,0.203
85.429,260,gbdt,,1,split,0.363,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0122,0.5148,0.0123,0.024,-0.0632,0.048,0.2115
636.7131,260,gbdt,,1,split,0.19,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.46,42,0.0151,0.6284,0.0154,0.0245,-0.069,0.058,0.2506
34.2991,260,gbdt,,1,split,0.096,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.0203,0.7474,0.0207,0.0277,-0.078,0.0979,0.2709
71.9556,260,gbdt,,1,split,0.486,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0163,0.8154,0.0166,0.0204,-0.0459,0.0463,0.1974
162.6239,260,gbdt,,1,split,0.002,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0197,0.6428,0.0204,0.0317,-0.1103,0.1165,0.2749
34.1089,260,gbdt,,1,split,0.114,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.23,42,0.0228,0.8909,0.0233,0.0261,-0.0733,0.0835,0.2495
53.785,260,gbdt,,1,split,0.36,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.0161,0.7839,0.0164,0.0209,-0.0317,0.0498,0.2175
434.8117,260,gbdt,,1,split,0.463,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.0091,0.4321,0.0091,0.0211,-0.0548,0.056,0.2386
35.9583,260,gbdt,,1,split,0.102,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.34,42,0.0224,0.8063,0.0229,0.0284,-0.08,0.0953,0.2684
72.4686,260,gbdt,,1,split,0.45,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0177,0.866,0.0179,0.0206,-0.0602,0.0447,0.1979
231.2261,260,gbdt,,1,split,0.085,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.16,42,0.0202,0.8912,0.0205,0.023,-0.0415,0.0573,0.2459
42.6816,260,gbdt,,1,split,0.076,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.023,0.8523,0.0234,0.0275,-0.0752,0.0911,0.259
115.9608,260,gbdt,,1,split,0.246,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0157,0.6821,0.016,0.0235,-0.0672,0.0512,0.2248
364.4237,260,gbdt,,1,split,0.129,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.23,42,0.0131,0.4932,0.0133,0.027,-0.0771,0.0594,0.2638
28.9979,260,gbdt,,1,split,0.165,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.022,0.8741,0.0225,0.0258,-0.0766,0.0903,0.2483
39.0741,260,gbdt,,1,split,0.181,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0222,0.8788,0.0226,0.0257,-0.0801,0.0648,0.2315
395.3293,260,gbdt,,1,split,0.12,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.019,0.8834,0.0193,0.0218,-0.0424,0.0544,0.2413
28.9301,260,gbdt,,1,split,0.25,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.0228,0.9645,0.0231,0.0239,-0.0375,0.0664,0.2234
62.6572,260,gbdt,,1,split,0.426,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.13,42,0.0126,0.6625,0.0127,0.0192,-0.0425,0.0451,0.2019
387.9253,260,gbdt,,1,split,0.128,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.0133,0.5318,0.0135,0.0253,-0.0644,0.0597,0.2622
35.7008,260,gbdt,,1,split,0.358,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0192,0.8881,0.0195,0.022,-0.0553,0.065,0.2111
77.7725,260,gbdt,,1,split,0.435,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.25,42,0.016,0.7956,0.0163,0.0205,-0.0504,0.05,0.2125
232.4453,260,gbdt,,1,split,0.311,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0132,0.5678,0.0134,0.0236,-0.0604,0.0508,0.2229
24.2604,260,gbdt,,1,split,0.339,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0171,0.6624,0.0174,0.0263,-0.0544,0.0607,0.2075
69.0538,260,gbdt,,1,split,0.115,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.0213,0.9631,0.0216,0.0225,-0.0355,0.0607,0.2407
286.5965,260,gbdt,,1,split,0.323,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.012,0.5109,0.0121,0.0237,-0.0571,0.0555,0.2431
26.5389,260,gbdt,,1,split,0.107,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.11,42,0.0217,0.7547,0.0222,0.0294,-0.0834,0.0993,0.2625
111.7986,260,gbdt,,1,split,0.246,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.0193,0.8959,0.0196,0.0219,-0.0525,0.0573,0.2317
118.4091,260,gbdt,,1,split,0.477,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0131,0.5394,0.0134,0.0248,-0.0763,0.0463,0.199
25.686,260,gbdt,,1,split,0.436,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.08,42,0.0181,0.8265,0.0184,0.0222,-0.0374,0.0542,0.2077
66.1202,260,gbdt,,1,split,0.234,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.0177,0.7451,0.018,0.0241,-0.0679,0.0527,0.2277
646.2623,260,gbdt,,1,split,0.311,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.47,42,0.0106,0.4131,0.0106,0.0257,-0.06,0.0549,0.2459
34.6721,260,gbdt,,1,split,0.054,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.31,42,0.0215,0.7197,0.0221,0.0307,-0.101,0.1071,0.2933
71.6743,260,gbdt,,1,split,0.191,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.21,42,0.0194,0.8727,0.0198,0.0227,-0.0384,0.0593,0.2257
480.312,260,gbdt,,1,split,0.254,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.015,0.6984,0.0151,0.0217,-0.0555,0.0512,0.2257
26.6,260,gbdt,,1,split,0.097,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.09,42,0.023,0.831,0.0236,0.0284,-0.0771,0.0932,0.2419
149.2883,260,gbdt,,1,split,0.181,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0175,0.8082,0.0178,0.0221,-0.039,0.0529,0.2357
540.928,260,gbdt,,1,split,0.323,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0101,0.4398,0.0102,0.0232,-0.0608,0.0565,0.2448
27.0794,260,gbdt,,1,split,0.326,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.12,42,0.0216,0.889,0.0221,0.0248,-0.0519,0.0748,0.2231
97.1743,260,gbdt,,1,split,0.384,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.35,42,0.0141,0.7059,0.0144,0.0203,-0.0621,0.0478,0.2087
234.8866,260,gbdt,,1,split,0.117,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.17,42,0.0175,0.7591,0.0177,0.0234,-0.0475,0.0548,0.2398
36.3753,260,gbdt,,1,split,0.186,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.024,1.0191,0.0243,0.0239,-0.0497,0.0712,0.2353
62.7015,260,gbdt,,1,split,0.241,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.12,42,0.0183,0.749,0.0186,0.0249,-0.045,0.051,0.2239
501.4305,260,gbdt,,1,split,0.393,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.34,42,0.0093,0.3671,0.0094,0.0255,-0.0548,0.0557,0.243
39.5914,260,gbdt,,1,split,0.305,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.43,42,0.0217,1.0051,0.0221,0.022,-0.0555,0.0704,0.2179
67.2303,260,gbdt,,1,split,0.341,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.19,42,0.0152,0.6465,0.0155,0.024,-0.0711,0.0523,0.2205
94.9489,260,gbdt,,1,split,0.042,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.023,0.8998,0.0234,0.026,-0.0653,0.0736,0.2389
43.603,260,gbdt,,1,split,0.313,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.42,42,0.0194,0.9709,0.0198,0.0204,-0.0293,0.056,0.2029
125.4742,260,gbdt,,1,split,0.169,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.38,42,0.0176,0.7762,0.018,0.0232,-0.056,0.0524,0.2253
366.3125,260,gbdt,,1,split,0.388,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.23,42,0.0109,0.3992,0.0111,0.0279,-0.0651,0.0571,0.2451
33.9287,260,gbdt,,1,split,0.299,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.3,42,0.0201,0.8915,0.0204,0.0229,-0.0407,0.0704,0.2297
69.1331,260,gbdt,,1,split,0.408,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.2,42,0.0136,0.6015,0.0139,0.0231,-0.059,0.0481,0.2102
542.7499,260,gbdt,,1,split,0.184,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0172,0.7234,0.0176,0.0243,-0.0709,0.0525,0.2368
31.0344,260,gbdt,,1,split,0.488,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.18,42,0.0174,0.8482,0.0177,0.0208,-0.049,0.0491,0.1939
144.8908,260,gbdt,,1,split,0.308,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.47,42,0.0135,0.567,0.0139,0.0245,-0.0714,0.0474,0.2148
209.3213,260,gbdt,,1,split,0.375,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.1,42,0.0081,0.3772,0.0082,0.0217,-0.0633,0.0551,0.2392
33.2853,260,gbdt,,1,split,0.265,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.29,42,0.0202,0.8208,0.0205,0.0249,-0.0508,0.0755,0.2346
56.5372,260,gbdt,,1,split,0.169,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.14,42,0.0217,0.8832,0.0221,0.0251,-0.0437,0.0637,0.2394
119.167,260,gbdt,,1,split,0.495,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.05,42,0.0079,0.4922,0.008,0.0163,-0.0552,0.0453,0.2013
35.7114,260,gbdt,,1,split,0.106,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.27,42,0.0217,0.798,0.0222,0.0278,-0.1022,0.0842,0.2535
151.625,260,gbdt,,1,split,0.024,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.48,42,0.0241,0.8735,0.0246,0.0282,-0.0621,0.086,0.2677
530.4425,260,gbdt,,1,split,0.324,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.37,42,0.0096,0.4153,0.0096,0.0232,-0.049,0.0582,0.2506
35.177,260,gbdt,,1,split,0.024,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.32,42,0.0206,0.6789,0.0213,0.0313,-0.0793,0.1106,0.2991
59.0511,260,gbdt,,1,split,0.091,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.15,42,0.023,0.8656,0.0234,0.0271,-0.0757,0.0741,0.2371
322.2073,260,gbdt,,1,split,0.297,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.26,42,0.0163,0.7537,0.0166,0.022,-0.0413,0.0488,0.2144
40.5817,260,gbdt,,1,split,0.206,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.37,42,0.0202,0.8965,0.0205,0.0229,-0.0394,0.0674,0.2295
37.6619,260,gbdt,,1,split,0.282,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.02,42,0.0218,1.0184,0.0222,0.0218,-0.0361,0.0505,0.2029
98.2161,260,gbdt,,1,split,0.206,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.01,42,0.0154,0.7328,0.0156,0.0213,-0.0428,0.053,0.2242
36.392,260,gbdt,,1,split,0.127,3,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.36,42,0.0207,0.7954,0.021,0.0264,-0.0722,0.0922,0.2653
111.4952,260,gbdt,,1,split,0.172,3,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.41,42,0.0182,0.8116,0.0186,0.0229,-0.0439,0.0603,0.2366
283.8038,260,gbdt,,1,split,0.315,3,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.22,42,0.0135,0.6699,0.0137,0.0205,-0.0673,0.0504,0.2237
38.4927,260,gbdt,,1,split,0.357,4,20,0.001,0,200,-1,31,regression,,0,0,1,1,200000,0,0.33,42,0.018,0.8452,0.0183,0.0216,-0.0424,0.0533,0.2058
148.827,260,gbdt,,1,split,0.481,4,20,0.001,0,1000,-1,31,regression,,0,0,1,1,200000,0,0.49,42,0.0114,0.5639,0.0117,0.0208,-0.0583,0.0459,0.204
562.3988,260,gbdt,,1,split,0.252,4,20,0.001,0,5000,-1,31,regression,,0,0,1,1,200000,0,0.4,42,0.0129,0.4843,0.013,0.0269,-0.0683,0.0576,0.2502
