rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
1913,OCTIRONOXALAIA,No Mode,No Compute,-0.0132,-0.0158,-0.0019,0.0,0.0,0.0,0.0
1914,VANDELAY_INDUSTRIES,No Mode,No Compute,-0.0134,-0.026,-0.0349,0.0,0.0,0.0,0.0
1916,VANADIUMVELOCIRAPTOR,No Mode,No Compute,-0.0134,-0.0167,-0.0024,0.0,0.0,0.0,0.0
1917,SEROXATIC13,No Mode,No Compute,-0.0134,-0.0357,-0.0156,0.0,0.0,0.0,0.0
1918,RSMILLIE_TESTER,No Mode,No Compute,-0.0135,-0.026,-0.0221,0.0,0.0,0.0,0.0
1919,SEROXATIC,No Mode,No Compute,-0.0136,-0.0337,-0.0149,0.0,0.0,0.0,0.0
1920,SEROXATIC14,No Mode,No Compute,-0.0138,-0.0364,-0.0156,0.0,0.0,0.0,0.0
1921,SEROXATIC2,No Mode,No Compute,-0.0138,-0.0335,-0.0151,0.0,0.0,0.0,0.0
1922,SEROXATIC3,No Mode,No Compute,-0.0138,-0.0341,-0.015,0.0,0.0,0.0,0.0
1924,KATSUKAGGLERE,No Mode,No Compute,-0.0139,-0.0173,-0.0142,0.0,0.0,0.0,0.0
1925,SEROXATIC15,No Mode,No Compute,-0.0139,-0.0365,-0.0149,0.0,0.0,0.0,0.0
1927,GM_FUNKY2,No Mode,No Compute,-0.0143,-0.0068,0.0056,0.0,0.0,0.0,0.0
1929,KATSUKAGGLERJ,No Mode,No Compute,-0.0145,-0.0187,-0.0174,0.0,0.0,0.0,0.0
1930,MODEL17,No Mode,No Compute,-0.0146,-0.0257,-0.0268,0.13,0.02,0.0,0.0
1936,KAGXXXXXX,No Mode,No Compute,-0.0147,-0.0188,-0.0179,0.0,0.0,0.0,0.0
1939,ANJYU12,No Mode,No Compute,-0.0148,-0.0164,-0.0177,0.0,0.0,0.0,0.0
1940,MORPHX,No Mode,No Compute,-0.0149,-0.021,-0.0193,0.01,0.0016,0.0,0.0
1942,PH_001,No Mode,No Compute,-0.0151,-0.027,-0.0219,0.0,0.0,0.0,0.0
1943,PH_004,No Mode,No Compute,-0.0152,-0.0284,-0.022,0.0,0.0,0.0,0.0
1944,KAGX,No Mode,No Compute,-0.0154,-0.0172,-0.0165,0.0,0.0,0.0,0.0
1945,PENNYFEATHER_N,No Mode,No Compute,-0.0154,-0.0257,-0.0155,0.0,0.0,0.0,0.0
1946,BOGOTA,No Mode,No Compute,-0.0156,-0.0268,-0.0287,2.58,0.0065,0.233,0.0
1958,0XADD1,No Mode,No Compute,-0.0162,-0.0304,-0.0329,2.78,0.017,0.0,0.0
1959,MDL3,No Mode,No Compute,-0.0163,-0.0275,-0.0312,0.37,0.047,0.0,0.0
1961,EVENWEAKERSAUCE,No Mode,No Compute,-0.0165,-0.0243,-0.0251,0.0,0.0,0.0,0.0
1962,KUGELIS,No Mode,No Compute,-0.0165,-0.0263,-0.0287,2.5,0.021,0.188,1.375
1963,PH_003,No Mode,No Compute,-0.0166,-0.0229,-0.0257,0.0,0.0,0.0,0.0
1964,KEI_DEXTERITY,No Mode,No Compute,-0.0166,-0.0239,-0.0292,0.0,0.0,0.0,0.0
1968,FEDEAI_JUST_UP,No Mode,No Compute,-0.017,-0.0276,-0.0253,0.0,0.0,0.0,0.0
1973,MURENOHA4,No Mode,No Compute,-0.0176,-0.0298,-0.0218,0.0,0.0,0.0,0.0
1974,PH_002,No Mode,No Compute,-0.0177,-0.0325,-0.0222,0.0,0.0,0.0,0.0
1975,DUBNIUM,No Mode,No Compute,-0.0178,-0.0346,-0.0276,0.0,0.0,0.0,0.0
1978,DITDAT3,No Mode,No Compute,-0.018,-0.0283,-0.0273,134.12,0.0073,0.03,0.0
1980,JOSE038,No Mode,No Compute,-0.0184,-0.026,-0.0316,1.29,0.0027,0.226,0.0
1983,EXEGOL,No Mode,No Compute,-0.0188,-0.0284,-0.0217,0.0,0.0067,0.0,0.0
1984,UUAZED9,No Mode,No Compute,-0.019,-0.0089,-0.0096,0.0,0.0,0.0,0.0
1985,MABOLFADL6,No Mode,No Compute,-0.019,-0.0357,-0.0302,0.012,0.004,0.235,0.0
1986,NEOMATRIX369,No Mode,No Compute,-0.019,-0.03,-0.0318,0.0,0.0,0.0,0.0
1987,KATSUKAGGLERAI,No Mode,No Compute,-0.0192,-0.0233,-0.0226,0.0,0.0,0.0,0.0
1990,BK1,No Mode,No Compute,-0.0195,-0.0353,-0.029,0.0,0.0,0.0,0.0
1991,JABOS_THE_BRAVE,No Mode,No Compute,-0.0196,-0.0323,-0.0219,0.0,0.0,0.0,0.0
1992,VIEWFORUM,No Mode,No Compute,-0.0196,-0.0383,-0.021,2.87,0.023,0.031,0.543
1993,MURENOHA,No Mode,No Compute,-0.0198,-0.025,-0.0218,0.0,0.0,0.0,0.0
1994,BRAINMIKE,No Mode,No Compute,-0.02,-0.0321,-0.0334,0.0,0.0,0.0,0.0
1995,O15,No Mode,No Compute,-0.0201,-0.027,-0.0248,0.0,0.0,0.0,0.0
1996,LGB_RND_DRP_LEVEL_1,No Mode,No Compute,-0.0202,-0.0353,-0.03,3.12,0.011,0.205,0.0
1997,MABOLFADL4,No Mode,No Compute,-0.0202,-0.0353,-0.03,0.013,0.011,0.205,0.0
1998,MODEL20,No Mode,No Compute,-0.0203,-0.0296,-0.0315,0.12,0.032,0.0,0.0
2002,VIEWFORUM2,No Mode,No Compute,-0.0204,-0.0404,-0.0236,0.0,0.0,0.0,0.0
2009,PALERMO,No Mode,No Compute,-0.021,-0.0304,-0.0295,2.34,0.0027,0.098,0.0
2011,MABOLFADL5,No Mode,No Compute,-0.0212,-0.0379,-0.0291,0.012,0.0017,0.188,0.0
2014,MO2,No Mode,No Compute,-0.0216,-0.0305,-0.0325,0.0,0.0,0.0,0.0
2015,DITDAT4,No Mode,No Compute,-0.0216,-0.0319,-0.0285,108.7,0.026,0.0,0.0
2016,BAYESFACTOR,No Mode,No Compute,-0.0217,-0.0373,-0.0273,0.0,0.0,0.0,0.0
2020,DITDAT7,No Mode,No Compute,-0.0224,-0.0333,-0.0324,1.08,0.025,0.0,0.0
2022,BEHEMOTH,No Mode,No Compute,-0.0226,-0.0345,-0.0353,0.0,0.0,0.0,0.0
2024,ATMAERXB,No Mode,No Compute,-0.0226,-0.0225,-0.0216,0.0,0.0,0.0,0.0
2025,NN_DUPLI_KAZI,No Mode,No Compute,-0.0227,-0.0306,-0.023,0.0,0.0,0.0,0.0
2026,DITDAT6,No Mode,No Compute,-0.0228,-0.0332,-0.0292,108.29,0.025,0.0,0.0
2030,KEI_CHARISMA,No Mode,No Compute,-0.0232,-0.0289,-0.0348,0.0,0.0,0.0,0.0
2031,TESTER,No Mode,No Compute,-0.0233,-0.0349,-0.0301,0.0,0.0,0.0,0.0
2032,POLONIUS,No Mode,No Compute,-0.0234,-0.0328,-0.0307,0.011,0.0,0.053,0.0
2033,KAGXX,No Mode,No Compute,-0.0234,-0.0262,-0.0207,0.0,0.0,0.0,0.0
2034,BRAIN_MIKE_4,No Mode,No Compute,-0.0235,-0.0338,-0.0435,0.0,0.0,0.0,0.0
2038,KEI_WISDOM,No Mode,No Compute,-0.0236,-0.0289,-0.0348,0.0,0.0,0.0,0.0
2040,BRAIN_MIKE_6,No Mode,No Compute,-0.0238,-0.0342,-0.0434,0.0,0.0,0.0,0.0
2046,MABOLFADL9,No Mode,No Compute,-0.0241,-0.0405,-0.0365,0.013,0.0049,0.237,0.0
2047,MABOLFADL3,No Mode,No Compute,-0.0242,-0.0386,-0.033,0.012,0.0025,0.13,0.0
2051,DAVAT5,No Mode,No Compute,-0.0246,-0.0343,-0.0467,0.46,0.0012,0.0,0.0
2052,MIKE_BRANDER,No Mode,No Compute,-0.0248,-0.0358,-0.0329,0.0,0.0,0.0,0.0
2053,MABOLFADL7,No Mode,No Compute,-0.0248,-0.0408,-0.0321,0.013,0.0024,0.213,0.0
2057,MELCHETT,No Mode,No Compute,-0.0251,-0.0341,-0.0322,11.73,0.031,0.052,0.379
2059,ZIGONGHE,No Mode,No Compute,-0.0251,-0.0347,-0.04,12.93,0.027,0.0,0.0
2060,MARSELLA,No Mode,No Compute,-0.0252,-0.0326,-0.0297,2.2,0.0071,0.0047,0.0
2064,LGB_RND_DRP_LEVEL_0,No Mode,No Compute,-0.0254,-0.0408,-0.0346,0.14,0.0046,0.181,0.0
2065,PREDICT_FROM_BERLIN,No Mode,No Compute,-0.0255,-0.0362,-0.0323,0.0016,0.0056,0.0007,0.0
2066,METAPHOR,No Mode,No Compute,-0.0256,-0.0411,-0.034,0.0,0.0,0.0,0.0
2067,SMART_GEL_I,No Mode,No Compute,-0.0256,-0.037,-0.039,0.0,0.0,0.0,0.0
2069,QB,No Mode,No Compute,-0.0257,-0.0349,-0.0417,0.0,0.0,0.0,0.0
2070,RACHNOGSTYLE,No Mode,No Compute,-0.0258,-0.0329,-0.0296,4.26,0.0069,0.027,0.762
2072,BRAIN_MIKE_3,No Mode,No Compute,-0.0259,-0.0361,-0.0335,0.0,0.0,0.0,0.0
2081,MODEL12,No Mode,No Compute,-0.0271,-0.0358,-0.0418,0.35,0.057,0.0,0.0
2082,DECHE,No Mode,No Compute,-0.0272,-0.0425,-0.0411,15.69,0.003,0.236,0.0
2083,MODEL11,No Mode,No Compute,-0.0275,-0.0354,-0.0408,0.35,0.042,0.0,0.0
2085,ELAY_AI,No Mode,No Compute,-0.0276,-0.0351,-0.0431,0.0,0.0,0.0,0.0
2086,DWARF_NN,No Mode,No Compute,-0.0277,-0.0344,-0.0371,0.0,0.0,0.0,0.0
2087,DWARF_NN_N,No Mode,No Compute,-0.0277,-0.0344,-0.0371,0.0,0.0,0.0,0.0
2091,BOTTOM,No Mode,No Compute,-0.028,-0.0337,-0.0383,0.0,0.0,0.0,0.0
2092,MARK_1_V17,No Mode,No Compute,-0.028,-0.0354,-0.0403,0.0,0.0,0.0,0.0
2093,MYBOYJJ,No Mode,No Compute,-0.0283,-0.0376,-0.0417,0.0,0.0,0.0,0.0
2095,SMART_GEL_II,No Mode,No Compute,-0.0283,-0.0377,-0.0411,0.0,0.0,0.0,0.0
2103,MODEL13,No Mode,No Compute,-0.0288,-0.0372,-0.0434,0.12,0.037,0.0,0.0
2108,ETERNALX_V3,No Mode,No Compute,-0.0291,-0.0445,-0.0354,0.0,0.0,0.0,0.0
2112,DUMBER,No Mode,No Compute,-0.0298,-0.0192,-0.0126,0.0,0.0,0.0,0.0
2116,BRAIN_MIKE_1,No Mode,No Compute,-0.03,-0.0383,-0.0332,0.0,0.0,0.0,0.0
2117,WINDEGO,No Mode,No Compute,-0.0302,-0.0399,-0.0448,0.0,0.0,0.0,0.0
2118,AHEM,No Mode,No Compute,-0.0302,-0.0408,-0.0438,0.23,0.03,0.209,0.0
2119,BAYESFACTOR2,No Mode,No Compute,-0.0303,-0.0472,-0.0375,0.0,0.0,0.0,0.0
2120,LEARNINGAI,No Mode,No Compute,-0.0303,-0.0455,-0.0398,0.0,0.0,0.0,0.0
2122,DAVAT6,No Mode,No Compute,-0.0308,-0.0389,-0.048,11.08,0.0024,0.0,0.0
2123,KKK_D,No Mode,No Compute,-0.0308,-0.0406,-0.0357,0.0,0.0,0.0,0.0
2125,OBJECTCENTAURI,No Mode,No Compute,-0.031,-0.0432,-0.0358,0.0,0.0,0.0,0.0
2127,HODELDODEL,No Mode,No Compute,-0.0311,-0.0464,-0.039,0.0,0.0,0.0,0.0
2128,MARMOTWALLY,No Mode,No Compute,-0.0311,-0.0404,-0.035,5.23,0.022,0.0,0.0
2129,DIGITALAI,No Mode,No Compute,-0.0312,-0.0453,-0.0375,0.0,0.0,0.0,0.0
2130,BRAIN_MIKE_5,No Mode,No Compute,-0.0312,-0.0398,-0.0444,0.0,0.0,0.0,0.0
2131,CWFT202,No Mode,No Compute,-0.0313,-0.0487,-0.0362,0.013,0.013,0.086,0.0
2132,MIDNIGHT_BLUES,No Mode,No Compute,-0.0314,-0.0376,-0.0362,0.0,0.0,0.0,0.0
2134,SCANTLIEMABAE,No Mode,No Compute,-0.0316,-0.0398,-0.0482,0.0,0.0,0.0,0.0
2138,SPLITCAST,No Mode,No Compute,-0.0318,-0.0409,-0.0458,0.0,0.0,0.0,0.0
2140,PH_008,No Mode,No Compute,-0.0319,-0.0329,-0.0392,0.0,0.0,0.0,0.0
2143,RAPPEN8,No Mode,No Compute,-0.0322,-0.0341,-0.0298,0.0,0.0,0.0,0.0
232,COMPUTE,No Mode,No Compute,-0.0324,-0.0415,-0.0477,40.38,0.016,0.0,0.0
2145,DWARF_NN_S,No Mode,No Compute,-0.0324,-0.0382,-0.0367,0.0,0.0,0.0,0.0
2146,SUPERMANK9,No Mode,No Compute,-0.0325,-0.034,-0.0328,0.0,0.0,0.0,0.0
2147,SMOGHOVIAN,No Mode,No Compute,-0.0326,-0.0395,-0.033,4.09,0.025,0.0,0.0
2148,MODEL18,No Mode,No Compute,-0.0326,-0.0395,-0.043,0.11,0.0038,0.0,0.0
2149,KUNGFU,No Mode,No Compute,-0.0327,-0.0419,-0.0469,0.0,0.0,0.0,0.0
2151,MUSINGINI,No Mode,No Compute,-0.033,-0.0418,-0.0325,0.0,0.0,0.0,0.0
10110001,2XMMC,No Mode,No Compute,-0.033,-0.0417,-0.0475,0.014,0.081,0.0,0.0
2153,YROUSSET11,No Mode,No Compute,-0.0331,-0.0429,-0.0441,0.012,0.015,0.0,0.0
2158,YROUSSET14,No Mode,No Compute,-0.034,-0.0437,-0.0444,0.012,0.019,0.0,0.0
2161,RPMODEL1,No Mode,No Compute,-0.0342,-0.0385,-0.041,0.011,0.05,0.0,0.0
2162,YROUSSET12,No Mode,No Compute,-0.0342,-0.0439,-0.0444,0.012,0.019,0.0,0.0
10110010,2XMMC,No Mode,No Compute,-0.0343,-0.044,-0.0477,0.013,0.032,0.0,0.0
2164,FULL_NEUT,No Mode,No Compute,-0.0344,-0.0427,-0.0407,0.0,0.0,0.0,0.0
2165,YROUSSET10,No Mode,No Compute,-0.0345,-0.0435,-0.0488,0.012,0.015,0.0,0.0
2166,BRAIN_MIKE_2,No Mode,No Compute,-0.0347,-0.0406,-0.0326,0.0,0.0,0.0,0.0
2167,KOOIKERHONDJE,No Mode,No Compute,-0.0347,-0.0428,-0.0429,12.57,0.017,0.0,0.0
2169,SMART_GEL_III,No Mode,No Compute,-0.035,-0.0435,-0.0414,0.0,0.0,0.0,0.0
235,COMPUTE,No Mode,No Compute,-0.0353,-0.0426,-0.0492,0.012,0.0013,0.0,0.0
231,COMPUTE,No Mode,No Compute,-0.0353,-0.0426,-0.0492,0.012,0.0013,0.0,0.0
2174,DOLPIN1_618,No Mode,No Compute,-0.0353,-0.0434,-0.0527,0.01,0.011,0.0,0.0
243,COMPUTE,No Mode,No Compute,-0.0353,-0.0428,-0.0551,0.012,0.0023,0.0,0.0
2177,PARSIMONY,No Mode,No Compute,-0.0354,-0.0443,-0.0492,0.0,0.0,0.0,0.0
2180,OCEAN1_618,No Mode,No Compute,-0.0357,-0.0422,-0.0449,0.00075,0.038,0.0,0.0
230,COMPUTE,No Mode,No Compute,-0.0358,-0.0431,-0.0527,0.012,0.0041,0.0,0.0
236,COMPUTE,No Mode,No Compute,-0.0358,-0.0431,-0.0527,0.012,0.0041,0.0,0.0
2183,YROUSSET7,No Mode,No Compute,-0.0361,-0.0451,-0.046,0.012,0.0098,0.0,0.0
2187,YASUMONO_N,No Mode,No Compute,-0.0361,-0.0451,-0.0484,0.0,0.0,0.0,0.0
2188,PROPULSOR,No Mode,No Compute,-0.0362,-0.0454,-0.0497,51.55,0.016,0.174,0.0
2190,YROUSSET9,No Mode,No Compute,-0.0364,-0.045,-0.0469,0.012,0.0099,0.0,0.0
2192,EXPERIMENT3,No Mode,No Compute,-0.0366,-0.0513,-0.0354,0.015,0.0005,0.014,0.0
2193,LGB_TRAINED_ON_ALL,No Mode,No Compute,-0.0367,-0.0465,-0.0532,0.0,0.0,0.0,0.0
2195,YROCOM,No Mode,No Compute,-0.0367,-0.0469,-0.0478,0.0,0.0,0.0,0.0
2197,RIDERS_ON_THE_LB,No Mode,No Compute,-0.0368,-0.0402,-0.0374,0.0,0.0,0.0,0.0
2198,PHIPPS2,No Mode,No Compute,-0.037,-0.0441,-0.0456,0.00093,0.022,0.0,0.0
2199,YROUSSET8,No Mode,No Compute,-0.037,-0.0457,-0.0466,0.012,0.0066,0.0,0.0
2202,A_MODEL_WITH_NO_NAME,No Mode,No Compute,-0.0372,-0.041,-0.04,0.0,0.0,0.0,0.0
2203,SHOTAY,No Mode,No Compute,-0.0373,-0.046,-0.0431,15.69,0.013,0.133,0.0
2204,BERNARDOBRAGA2,No Mode,No Compute,-0.0377,-0.0457,-0.05,0.013,0.023,0.0,0.0
2205,NN_DUPLI_1,No Mode,No Compute,-0.0378,-0.045,-0.0425,0.011,0.017,0.0,0.0
2207,SPIDERMAN,No Mode,No Compute,-0.038,-0.0458,-0.0484,0.0,0.0,0.0,0.0
2208,NASUMA_4,No Mode,No Compute,-0.038,-0.0449,-0.0511,0.0,0.0,0.0,0.0
2210,JUBOKKO,No Mode,No Compute,-0.038,-0.0543,-0.0382,0.0,0.0,0.0,0.0
2211,CEIRMIR,No Mode,No Compute,-0.0381,-0.0435,-0.0502,0.0,0.0,0.0,0.0
2212,ZAQQUM,No Mode,No Compute,-0.0381,-0.0565,-0.0372,0.0,0.0,0.0,0.0
240,COMPUTE,No Mode,No Compute,-0.0381,-0.0449,-0.0528,0.012,0.0036,0.0,0.0
2214,KMTK49_2,No Mode,No Compute,-0.0382,-0.0422,-0.0468,0.0,0.039,0.0,0.0
2215,HELICON,No Mode,No Compute,-0.0383,-0.0445,-0.0441,0.0096,0.032,0.0,0.0
2216,KEI_STRENGTH,No Mode,No Compute,-0.0384,-0.0399,-0.0369,0.0,0.0,0.0,0.0
2217,NASUMA_1,No Mode,No Compute,-0.0384,-0.0448,-0.0514,0.0,0.0,0.0,0.0
2220,NASUMA_2,No Mode,No Compute,-0.0386,-0.0453,-0.053,0.0,0.0,0.0,0.0
2222,PHIPPS,No Mode,No Compute,-0.0386,-0.0441,-0.047,0.011,0.038,0.0,0.0
2224,JINMENJU,No Mode,No Compute,-0.0388,-0.0586,-0.0381,0.0,0.0,0.0,0.0
2225,NASUMA_3,No Mode,No Compute,-0.0388,-0.0456,-0.0513,0.0,0.0,0.0,0.0
2226,SHERMAN,No Mode,No Compute,-0.039,-0.0533,-0.0371,0.0,0.0,0.0,0.0
2231,KEI_CONSTITUTION,No Mode,No Compute,-0.0395,-0.0407,-0.0385,0.0,0.0,0.0,0.0
2233,PERFECT_SENSE,No Mode,No Compute,-0.0395,-0.042,-0.04,0.0,0.0,0.0,0.0
2239,TEHEXD2,No Mode,No Compute,-0.0401,-0.0479,-0.0502,0.0,0.0,0.0,0.0
2240,NASUMA_0,No Mode,No Compute,-0.0402,-0.0468,-0.0531,0.0,0.0,0.0,0.0
2241,MODEL_ROADRUNNER,No Mode,No Compute,-0.0403,-0.0486,-0.0444,0.0,0.0,0.0,0.0
2244,YGGDRASIL,No Mode,No Compute,-0.0405,-0.0583,-0.0391,0.0,0.0,0.0,0.0
2248,NN_DUPLI,No Mode,No Compute,-0.041,-0.0464,-0.0418,0.0,0.0,0.0,0.0
2249,WEIGHTEDBLEND,No Mode,No Compute,-0.0414,-0.0509,-0.0559,32.16,0.015,0.0,0.0
2250,BJORULAS,No Mode,No Compute,-0.0416,-0.051,-0.0546,0.0,0.0,0.0,0.0
2252,LIVERLIPS,No Mode,No Compute,-0.0416,-0.0495,-0.0443,0.00034,0.0053,0.096,0.552
2253,CWFT6,No Mode,No Compute,-0.0418,-0.0552,-0.0448,0.012,0.014,0.024,0.0
2254,LGB_TRAINED_ON_TRAIN,No Mode,No Compute,-0.0418,-0.0505,-0.0569,0.0,0.0,0.0,0.0
2255,ANOTHER_BIRD,No Mode,No Compute,-0.0419,-0.0547,-0.0458,0.0,0.0,0.0,0.0
2257,CWFT606,No Mode,No Compute,-0.042,-0.0553,-0.0449,0.012,0.013,0.023,0.0
2259,DAVAT7,No Mode,No Compute,-0.0421,-0.0501,-0.0527,11.31,0.025,0.0,0.0
2262,JMNUM12,No Mode,No Compute,-0.0425,-0.0459,-0.0466,0.0,0.0,0.0,0.0
2264,THEBOT,No Mode,No Compute,-0.0427,-0.0492,-0.0445,0.0,0.0,0.0,0.0
2265,TENDER_BURN,No Mode,No Compute,-0.043,-0.0463,-0.0449,0.0,0.0,0.0,0.0
2266,SCANTLIEMABAB,No Mode,No Compute,-0.0432,-0.0505,-0.0451,0.0,0.0,0.0,0.0
2268,Z_DOGE,No Mode,No Compute,-0.0435,-0.0515,-0.0477,0.0,0.0,0.0,0.0
2277,RPMODEL2,No Mode,No Compute,-0.0437,-0.0437,-0.0452,0.0098,0.0096,0.0,0.0
2280,PH_009,No Mode,No Compute,-0.0438,-0.0421,-0.0356,0.0,0.0,0.0,0.0
2281,FANGORN,No Mode,No Compute,-0.044,-0.0623,-0.0463,0.0,0.0,0.0,0.0
2288,AD_PBM,No Mode,No Compute,-0.0446,-0.0536,-0.0494,0.0,0.0,0.0,0.0
2289,DL_2000_EGON,No Mode,No Compute,-0.0447,-0.05,-0.0575,0.011,0.0065,0.0,0.0
2291,FELIXS_V7,No Mode,No Compute,-0.0447,-0.0488,-0.0592,0.0,0.0,0.0,0.0
2292,LEARN1,No Mode,No Compute,-0.0448,-0.0529,-0.0546,0.0,0.0,0.0,0.0
2293,1STMODEL,No Mode,No Compute,-0.0449,-0.05,-0.0514,0.0,0.0,0.0,0.0
2295,MATTHEW_20_V1T16,No Mode,No Compute,-0.045,-0.0252,-0.031,0.0,0.0,0.0,0.0
2297,ETERNAL_STAGING,No Mode,No Compute,-0.0452,-0.0575,-0.0501,0.0,0.0,0.0,0.0
2300,SMIRMIK2,No Mode,No Compute,-0.0453,-0.048,-0.045,0.0,0.0,0.0,0.0
2301,DAVAT8,No Mode,No Compute,-0.0454,-0.0523,-0.0527,0.6,0.0077,0.0,0.0
2303,Y_DOGE,No Mode,No Compute,-0.0457,-0.0511,-0.0481,0.0,0.0,0.0,0.0
2305,BETELGEUSE5,No Mode,No Compute,-0.0458,-0.0516,-0.0508,0.0,0.0,0.0,0.0
2307,CWFT505,No Mode,No Compute,-0.0458,-0.0588,-0.0493,0.013,0.012,0.082,0.0
2308,FELIXS_V5,No Mode,No Compute,-0.0459,-0.0533,-0.056,0.0,0.0,0.0,0.0
2309,AMORFEVOVAL,No Mode,No Compute,-0.0461,-0.0509,-0.0538,0.01,0.0096,0.0,0.0
2312,FELIXS_V4,No Mode,No Compute,-0.0464,-0.0537,-0.0566,0.0,0.0,0.0,0.0
2313,YROUSSET13,No Mode,No Compute,-0.0465,-0.0518,-0.0491,0.01,0.018,0.0,0.0
2317,YROLIN,No Mode,No Compute,-0.0471,-0.0552,-0.0543,0.0,0.0,0.0,0.0
2318,MODEL_TURN,No Mode,No Compute,-0.0472,-0.0539,-0.0475,0.0,0.0,0.0,0.0
2319,FELIXS_V6,No Mode,No Compute,-0.0472,-0.0546,-0.0591,0.0,0.0,0.0,0.0
2320,CWFT5,No Mode,No Compute,-0.0472,-0.0601,-0.0504,0.012,0.0099,0.05,0.0
2321,V1NC3N74,No Mode,No Compute,-0.0474,-0.0542,-0.056,0.011,0.029,0.0,0.0
2323,ANNON_10,No Mode,No Compute,-0.0476,-0.0537,-0.0608,0.01,0.0082,0.0,0.0
2324,FRIEND1,No Mode,No Compute,-0.0477,-0.061,-0.0475,0.0,0.0,0.0,0.0
2325,SKYFOLD,No Mode,No Compute,-0.0479,-0.0595,-0.0494,0.0,0.0,0.0,0.0
2326,DEMERY,No Mode,No Compute,-0.048,-0.0544,-0.0566,30.09,0.016,0.0,0.0
2327,T_K_TEST4,No Mode,No Compute,-0.0481,-0.0579,-0.0483,0.0,0.0,0.0,0.0
2328,MEETACO_EXA,No Mode,No Compute,-0.0485,-0.0643,-0.0475,0.0,0.0,0.0,0.0
2331,COLAB,No Mode,No Compute,-0.049,-0.0578,-0.0513,0.0,0.0,0.0,0.0
2333,DRYNRAD,No Mode,No Compute,-0.0496,-0.0533,-0.0577,0.0,0.0,0.0,0.0
2334,BOTANY,No Mode,No Compute,-0.0497,-0.057,-0.0467,0.0,0.0,0.0,0.0
2336,DAVAT9,No Mode,No Compute,-0.0499,-0.0574,-0.0582,0.0,0.0,0.0,0.0
2337,OPHELIA,No Mode,No Compute,-0.0499,-0.0564,-0.0563,0.0043,0.0,0.214,0.0
2338,MEETACO_2,No Mode,No Compute,-0.0503,-0.0619,-0.0525,0.0,0.0,0.0,0.0
2340,RUTHENIUM,No Mode,No Compute,-0.0507,-0.0544,-0.0511,0.01,0.014,0.0,0.0
2341,NURSIE,No Mode,No Compute,-0.0509,-0.0548,-0.0591,0.0,0.0,0.0,0.0
2342,TAKEI,No Mode,No Compute,-0.051,-0.0587,-0.0636,153.43,0.02,0.0,0.0
2343,LICH070192,No Mode,No Compute,-0.051,-0.0583,-0.0613,18.03,0.018,0.0,0.0
2345,MNCREATIONS_11,No Mode,No Compute,-0.0511,-0.0568,-0.0519,0.0,0.0,0.0,0.0
2348,PERCY,No Mode,No Compute,-0.0515,-0.0551,-0.0594,0.0,0.0,0.0,0.0
2349,15TH,No Mode,No Compute,-0.0515,-0.0553,-0.0589,0.0,0.0,0.0,0.0
2356,ZOLLENOR,No Mode,No Compute,-0.052,-0.0591,-0.0626,0.0,0.0,0.0,0.0
2360,GROGEIR,No Mode,No Compute,-0.0523,-0.0555,-0.0591,0.0,0.0,0.0,0.0
2361,DLKL8,No Mode,No Compute,-0.0523,-0.06,-0.0532,0.0,0.0,0.0,0.0
2362,DUPLI_KRA,No Mode,No Compute,-0.0523,-0.059,-0.0504,0.011,0.0015,0.112,0.0
2365,DL_GEORG_TEDDY_1,No Mode,No Compute,-0.0527,-0.0566,-0.058,0.011,0.0033,0.0,0.0
2366,ANNON_11,No Mode,No Compute,-0.0528,-0.055,-0.0609,0.01,0.0032,0.0,0.0
2367,FUNWYND,No Mode,No Compute,-0.0529,-0.0561,-0.0591,0.0,0.0,0.0,0.0
2370,SMARTAKE,No Mode,No Compute,-0.0534,-0.0653,-0.0532,0.0,0.0,0.0,0.0
2371,BETA_BRASS,No Mode,No Compute,-0.0535,-0.061,-0.0571,0.0,0.0,0.0,0.0
2372,PROGRESS,No Mode,No Compute,-0.0535,-0.0594,-0.0657,0.0,0.0,0.0,0.0
2373,WOLFRAMWYLEYIA,No Mode,No Compute,-0.0536,-0.0579,-0.0594,0.0,0.0,0.0,0.0
2374,XENONXENOCERATOPS,No Mode,No Compute,-0.0536,-0.0602,-0.0619,0.0,0.0,0.0,0.0
2381,HEHEXD,No Mode,No Compute,-0.0546,-0.0587,-0.0587,0.0,0.0,0.0,0.0
2382,UMIYAMA,No Mode,No Compute,-0.0546,-0.0596,-0.0552,0.0,0.0,0.0,0.0
2383,REDSTONERHOPALODON,No Mode,No Compute,-0.0546,-0.058,-0.057,0.0,0.0,0.0,0.0
2385,TXS9999,No Mode,No Compute,-0.0548,-0.0627,-0.0673,0.012,0.0047,0.17,0.0
2386,TXS2666,No Mode,No Compute,-0.0548,-0.0627,-0.0673,0.012,0.0047,0.17,0.0
2390,2NDMODEL,No Mode,No Compute,-0.0551,-0.0592,-0.0618,0.0,0.0,0.0,0.0
2391,JULIOQ,No Mode,No Compute,-0.0551,-0.0602,-0.0621,0.011,0.022,0.0,0.0
2392,MR_KITCHEN2,No Mode,No Compute,-0.0551,-0.0602,-0.0621,0.0,0.0,0.0,0.0
2394,FLEANCE,No Mode,No Compute,-0.0553,-0.0624,-0.0605,0.033,0.0,0.084,0.0
