rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
106,DEV0N,MMC,COMPUTE,0.0338,0.0065,0.0192,329.23,0.0027,0.508,2.531
109,GAOU,2XMMC,COMPUTE,0.0338,0.0078,0.015,77.38,0.049,0.761,0.0
112,SAUCE_FILES,MMC,COMPUTE,0.0337,0.0084,0.0185,116.92,0.032,0.333,0.0
146,ROMANWATER,MMC,COMPUTE,0.0329,0.0118,0.0116,0.016,0.047,0.893,0.0
158,JRDI,MMC,COMPUTE,0.0327,0.0067,0.0171,485.67,0.036,0.608,0.0
170,KOKEDAMA,2XMMC,COMPUTE,0.0321,0.0049,0.019,18.03,0.033,0.416,0.0
172,WILD_SHEEP,2XMMC,COMPUTE,0.0321,0.0044,0.0206,38.81,0.031,0.348,0.0
173,KAFKA_MURAKAMI,2XMMC,COMPUTE,0.032,0.0049,0.0188,72.43,0.033,0.413,0.0
183,AS_I_WAS,2XMMC,COMPUTE,0.0318,0.0081,0.0241,59.41,0.064,0.308,0.0
186,MISS_MAY,2XMMC,COMPUTE,0.0317,0.0066,0.0188,95.33,0.011,0.44,0.0
187,AIJIN,2XMMC,COMPUTE,0.0317,0.0015,0.0208,25.76,0.024,0.44,0.0
190,BOOKOFILLUSIONS,2XMMC,COMPUTE,0.0316,0.0064,0.0237,0.0,0.0051,0.518,4.014
202,CYANESCE,2XMMC,COMPUTE,0.0315,0.0056,0.0203,18.53,0.013,0.363,0.0
205,COVID22,MMC,COMPUTE,0.0314,0.0029,0.0181,0.47,0.0068,0.424,0.0
207,FUKA_ERI,2XMMC,COMPUTE,0.0314,0.0051,0.0203,73.21,0.031,0.314,0.0
209,RAGNAR,½MMC,COMPUTE,0.0313,0.0065,0.0172,0.0,0.0002,0.294,2.27
213,BUROUC,MMC,COMPUTE,0.0313,0.0022,0.018,191.7,0.015,0.33,0.0
225,VINCENT_MOON,2XMMC,COMPUTE,0.0312,0.0046,0.0191,77.26,0.034,0.365,0.0
